Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory (numeric),BorrowerState,EmploymentStatus,IncomeRange,LoanOriginalAmount
36,Past Due (31-60 days),0.35643,5.0,1,IL,Self-employed,"$25,000-49,999",4000
36,Completed,0.10642,,0,CA,Self-employed,"$1-24,999",5000
36,Current,0.35643,5.0,7,AZ,Full-time,"$50,000-74,999",5000
36,Current,0.31032,3.0,1,NC,Employed,"$1-24,999",4000
36,Chargedoff,0.2021,,1,NE,Full-time,"$25,000-49,999",4000
36,Current,0.1202,9.0,1,CA,Employed,"$50,000-74,999",15000
36,Completed,0.33665,3.0,1,PA,Employed,"$1-24,999",2000
60,Current,0.16499,9.0,1,NJ,Employed,"$100,000+",25000
36,Completed,0.12309,9.0,1,NY,Full-time,"$75,000-99,999",8000
36,Completed,0.11696,,0,CO,Full-time,"$100,000+",9500
36,Current,0.14348,6.0,1,NJ,Employed,"$75,000-99,999",13000
60,Current,0.17317,9.0,1,OR,Employed,"$75,000-99,999",10000
36,Current,0.30285,2.0,13,IL,Employed,"$25,000-49,999",4000
60,Completed,0.15784,9.0,1,TX,Employed,"$50,000-74,999",20000
36,Chargedoff,0.22241,,0,TX,,Not displayed,7500
36,Current,0.25424,7.0,2,WA,Full-time,"$100,000+",2500
60,Current,0.25102,5.0,2,TX,Employed,"$25,000-49,999",3000
36,Completed,0.16056,9.0,1,NY,Other,"$25,000-49,999",5000
36,Current,0.33973,4.0,1,CA,Employed,"$1-24,999",4000
36,Chargedoff,0.29265,8.0,1,MI,Full-time,"$100,000+",3500
36,Defaulted,0.27867,,0,,Not available,Not displayed,2550
36,Completed,0.24758,7.0,1,PA,Employed,"$50,000-74,999",15000
60,Current,0.19988,7.0,1,NC,Employed,"$50,000-74,999",20000
36,Completed,0.14638,8.0,3,AL,Full-time,"$25,000-49,999",7000
36,Current,0.34731,1.0,3,IL,Self-employed,"$25,000-49,999",2000
36,Current,0.18316,5.0,3,CA,Self-employed,"$1-24,999",3600
36,Current,0.26917,3.0,1,NY,Employed,"$75,000-99,999",5000
36,Completed,0.20462,8.0,1,MO,Employed,"$75,000-99,999",10000
36,Current,0.35797,3.0,15,CO,Employed,"$50,000-74,999",4000
36,Completed,0.24753,,0,,Not available,Not displayed,5800
36,Current,0.11599,8.0,1,NY,Self-employed,"$100,000+",15000
60,Current,0.27462,7.0,10,MD,Employed,"$50,000-74,999",4280
36,Completed,0.17359,8.0,1,OR,Other,"$50,000-74,999",3240
36,Chargedoff,0.37453,,7,ME,Full-time,"$50,000-74,999",2800
60,Current,0.25359,4.0,1,MA,Employed,"$25,000-49,999",10000
36,Completed,0.15713,,0,GA,Full-time,"$25,000-49,999",3001
36,Completed,0.35797,4.0,13,FL,Employed,"$50,000-74,999",3500
36,Completed,0.15,,0,MD,Full-time,"$25,000-49,999",9900
36,Completed,0.12342,,1,MI,Full-time,"$50,000-74,999",10809
36,Current,0.24246,7.0,1,CA,Employed,"$100,000+",9500
36,Current,0.29537,2.0,1,TN,Employed,"$50,000-74,999",15000
36,Current,0.13697,8.0,1,ID,Full-time,"$75,000-99,999",13000
36,Current,0.2878,7.0,1,FL,Employed,"$25,000-49,999",6000
36,Completed,0.339,,2,AL,Full-time,"$25,000-49,999",1800
36,Completed,0.08102,,4,IN,Retired,$0,1000
60,Current,0.22549,4.0,1,MO,Employed,"$50,000-74,999",15000
60,Current,0.16499,8.0,1,OR,Employed,"$100,000+",25000
36,Current,0.16732,4.0,1,FL,Self-employed,"$100,000+",15000
36,Completed,0.16218,9.0,1,CA,Full-time,"$50,000-74,999",10000
36,Completed,0.35643,4.0,1,CO,Employed,"$50,000-74,999",2500
36,Current,0.15833,7.0,1,KY,Employed,"$25,000-49,999",9000
36,Completed,0.09988,9.0,1,FL,Employed,"$100,000+",20000
12,Completed,0.35843,4.0,3,MD,Employed,"$75,000-99,999",7500
36,Current,0.20217,4.0,2,MD,Self-employed,"$75,000-99,999",15000
60,Current,0.1504,11.0,1,CT,Employed,"$100,000+",35000
60,Current,0.21166,6.0,20,CA,Employed,"$100,000+",4000
36,Completed,0.20321,8.0,1,FL,Full-time,"$25,000-49,999",7000
36,Completed,0.12528,8.0,3,NY,Employed,"$25,000-49,999",11000
36,Current,0.16732,4.0,3,NJ,Self-employed,"$100,000+",15000
36,Chargedoff,0.1511,,0,CA,Full-time,"$25,000-49,999",9000
36,Current,0.35643,3.0,7,NC,Employed,"$25,000-49,999",2800
36,Current,0.14816,6.0,1,NY,Employed,"$50,000-74,999",15000
36,Current,0.15324,5.0,1,AR,Employed,"$25,000-49,999",10000
36,Current,0.33215,3.0,3,MI,Employed,"$75,000-99,999",3500
36,Current,0.12691,6.0,1,IN,Employed,"$25,000-49,999",10000
60,Current,0.27554,6.0,1,DC,Employed,"$25,000-49,999",4000
36,Current,0.15223,4.0,1,NV,Self-employed,"$25,000-49,999",5000
36,Current,0.24205,4.0,1,CA,Employed,"$1-24,999",3000
36,Current,0.18275,3.0,1,WA,Self-employed,"$100,000+",15000
60,Completed,0.26877,2.0,1,OR,Employed,"$50,000-74,999",15000
36,Current,0.30285,2.0,1,CA,Employed,"$25,000-49,999",4000
36,Current,0.32538,2.0,2,AL,Employed,"$75,000-99,999",3500
36,Completed,0.17322,,3,OH,Full-time,"$25,000-49,999",5500
36,Current,0.14409,7.0,1,NC,Employed,"$25,000-49,999",10000
36,Completed,0.17677,,1,MA,Full-time,"$25,000-49,999",6001
36,Completed,0.14709,,0,MA,Full-time,"$25,000-49,999",11204
36,Defaulted,0.29776,,0,CA,Not available,Not displayed,18000
36,Completed,0.19088,7.0,2,NV,Full-time,"$75,000-99,999",13000
60,Current,0.24764,4.0,18,TX,Employed,"$100,000+",15000
60,Completed,0.14965,5.0,1,MD,Employed,"$50,000-74,999",15000
36,Completed,0.12309,9.0,1,FL,Full-time,"$75,000-99,999",10000
36,Current,0.30182,3.0,2,NE,Employed,"$50,000-74,999",4000
36,Current,0.1802,5.0,7,VT,Self-employed,"$1-24,999",3500
36,Current,0.35643,3.0,3,TX,Self-employed,"$100,000+",4000
60,Current,0.29341,3.0,1,MI,Employed,"$1-24,999",4000
36,Chargedoff,0.19228,,0,,Full-time,"$25,000-49,999",6000
12,Completed,0.16507,10.0,1,WA,Employed,"$100,000+",2000
36,Current,0.21025,4.0,1,CO,Employed,"$50,000-74,999",8000
36,Current,0.15833,8.0,1,TX,Employed,"$100,000+",25000
60,Current,0.23498,4.0,1,GA,Employed,"$1-24,999",4000
36,Current,0.19546,9.0,6,CA,Employed,"$75,000-99,999",9500
60,Current,0.14528,7.0,1,IL,Other,"$50,000-74,999",15000
36,Chargedoff,0.25757,,0,,Not available,Not displayed,5000
36,Current,0.27725,5.0,3,TX,Employed,"$100,000+",10500
60,Current,0.2004,7.0,1,IL,Employed,"$100,000+",25000
36,Current,0.35356,2.0,1,NY,Employed,"$25,000-49,999",4000
36,Completed,0.11296,9.0,7,TX,Full-time,"$50,000-74,999",5000
36,Completed,0.20735,,0,GA,Full-time,"$50,000-74,999",3500
60,Current,0.15425,9.0,1,KS,Employed,"$75,000-99,999",25000
36,Completed,0.29776,,0,NM,Not available,Not displayed,2501
36,Chargedoff,0.16461,,2,GA,Self-employed,"$50,000-74,999",9900
36,Current,0.25013,4.0,1,MN,Employed,"$25,000-49,999",3500
36,Current,0.1202,8.0,1,CA,Employed,"$75,000-99,999",10500
36,Chargedoff,0.23147,,0,OR,Not available,Not displayed,1600
36,Current,0.24758,5.0,1,CA,Employed,"$25,000-49,999",10000
60,Current,0.26128,5.0,1,TX,Employed,"$50,000-74,999",14500
36,Completed,0.19514,,0,,Not available,Not displayed,1800
36,Completed,0.29776,,0,,Not available,Not displayed,3001
36,Current,0.18671,3.0,1,NC,Employed,"$25,000-49,999",10000
36,Completed,0.08684,,4,CA,Part-time,"$25,000-49,999",5000
36,Completed,0.16014,,0,CA,Full-time,"$75,000-99,999",5000
36,Current,0.3179,3.0,2,MI,Employed,"$50,000-74,999",3000
36,Completed,0.15538,9.0,14,NC,Employed,"$50,000-74,999",3000
36,Current,0.35356,4.0,1,CA,Other,"$25,000-49,999",4000
36,Completed,0.22135,9.0,7,CA,Full-time,"$25,000-49,999",3000
60,Current,0.20705,6.0,1,WI,Employed,"$25,000-49,999",10000
36,Completed,0.29926,8.0,7,PA,Full-time,"$25,000-49,999",1000
36,Completed,0.18183,,1,OH,Full-time,"$25,000-49,999",7000
36,Defaulted,0.22221,,0,,Full-time,"$50,000-74,999",24000
36,Completed,0.37453,,1,IL,Full-time,"$50,000-74,999",1500
36,Current,0.21372,8.0,1,CA,Employed,"$100,000+",14000
36,Chargedoff,0.30962,,0,UT,Full-time,"$75,000-99,999",1000
36,Current,0.08496,10.0,1,CT,Employed,"$75,000-99,999",16500
36,Defaulted,0.26526,,0,,Full-time,"$25,000-49,999",3500
36,Completed,0.18316,6.0,1,CA,Employed,"$50,000-74,999",15000
36,Current,0.13836,7.0,1,MD,Employed,"$100,000+",18000
36,Current,0.20984,4.0,1,TX,Employed,"$100,000+",15000
60,Current,0.29464,6.0,3,VA,Employed,"$50,000-74,999",6000
36,Current,0.22108,4.0,1,KY,Other,"$50,000-74,999",15000
36,Chargedoff,0.15579,,4,MN,Full-time,"$50,000-74,999",20000
60,Completed,0.27462,7.0,2,NY,Employed,"$75,000-99,999",8000
36,Completed,0.13413,8.0,7,GA,Employed,"$25,000-49,999",15000
36,Current,0.15223,5.0,13,LA,Employed,"$25,000-49,999",3100
36,Completed,0.35643,4.0,1,MO,Employed,"$50,000-74,999",4000
36,Completed,0.09889,,0,,Not available,Not displayed,3000
36,Chargedoff,0.37453,,1,IL,Full-time,"$1-24,999",2000
36,Past Due (1-15 days),0.27285,3.0,6,NY,Employed,"$100,000+",14000
36,Chargedoff,0.23246,,0,TX,Full-time,"$25,000-49,999",18000
36,Completed,0.2353,5.0,7,IN,Employed,"$50,000-74,999",10000
36,Current,0.3179,4.0,1,TX,Employed,"$75,000-99,999",4000
36,Current,0.35132,4.0,7,PA,Employed,"$1-24,999",5500
36,Chargedoff,0.35643,1.0,1,CO,Self-employed,"$50,000-74,999",3851
36,Current,0.35643,2.0,3,WI,Employed,"$25,000-49,999",4000
36,Current,0.35797,5.0,19,OH,Employed,"$75,000-99,999",2500
36,Current,0.1322,8.0,3,MA,Full-time,"$100,000+",18500
36,Current,0.27776,1.0,2,CA,Employed,"$100,000+",3600
60,Current,0.29464,3.0,1,IL,Employed,"$25,000-49,999",5000
36,Current,0.29537,2.0,17,CA,Employed,"$75,000-99,999",10000
36,Completed,0.16005,8.0,2,OR,Full-time,"$75,000-99,999",6000
36,Chargedoff,0.32576,3.0,1,WA,Full-time,"$50,000-74,999",6600
36,Current,0.23438,4.0,1,CA,Employed,"$100,000+",15000
36,Current,0.11563,8.0,1,KS,Employed,"$25,000-49,999",10000
36,Completed,0.17069,8.0,7,CO,Employed,"$100,000+",10000
36,Chargedoff,0.35797,5.0,1,TN,Employed,"$50,000-74,999",4000
36,Completed,0.24502,,0,,,Not displayed,3001
36,Current,0.21434,8.0,7,MA,Employed,"$50,000-74,999",5000
36,Chargedoff,0.29588,8.0,7,WV,Full-time,"$1-24,999",7000
60,Current,0.20808,5.0,1,PA,Self-employed,"$50,000-74,999",9000
36,Chargedoff,0.27467,4.0,1,VA,Employed,"$75,000-99,999",4100
36,Current,0.15223,3.0,1,AZ,Self-employed,"$50,000-74,999",12500
36,Current,0.2353,3.0,7,IN,Employed,"$50,000-74,999",4000
60,Current,0.21653,8.0,1,AL,Employed,"$50,000-74,999",9000
36,Current,0.25259,7.0,1,FL,Full-time,"$50,000-74,999",15000
60,Current,0.24763,8.0,1,MA,Employed,"$25,000-49,999",15000
36,Current,0.19859,8.0,1,FL,Employed,"$50,000-74,999",8500
36,Current,0.24246,3.0,2,TN,Full-time,"$100,000+",10000
36,Completed,0.35797,5.0,3,GA,Employed,"$75,000-99,999",4000
36,Completed,0.14974,,7,NC,Full-time,"$25,000-49,999",10000
60,Current,0.15449,9.0,1,NC,Employed,"$100,000+",27000
36,Completed,0.35858,5.0,1,WI,Employed,"$75,000-99,999",7000
36,Current,0.32446,2.0,2,CA,Other,"$25,000-49,999",4000
36,Current,0.26528,3.0,7,PA,Employed,"$25,000-49,999",2500
60,Current,0.28324,6.0,1,NY,Employed,"$50,000-74,999",15000
36,Completed,0.15746,8.0,2,SC,Full-time,"$25,000-49,999",2000
36,Completed,0.28544,4.0,15,FL,Employed,"$50,000-74,999",5000
36,Completed,0.06947,,4,OK,Full-time,"$75,000-99,999",5000
36,Defaulted,0.15713,,0,NJ,Not available,Not displayed,4200
36,Current,0.17359,9.0,13,TX,Employed,"$75,000-99,999",4000
36,Current,0.14816,5.0,1,VA,Self-employed,"$75,000-99,999",15000
36,Defaulted,0.12562,,6,IL,Full-time,"$25,000-49,999",3500
36,Defaulted,0.15251,,3,AZ,Full-time,"$25,000-49,999",6500
36,Current,0.09736,9.0,1,WI,Employed,"$50,000-74,999",13000
36,Chargedoff,0.29776,,0,MO,Full-time,"$25,000-49,999",5000
36,Current,0.18275,8.0,1,CT,Employed,"$75,000-99,999",15000
36,Chargedoff,0.21738,9.0,5,TN,Full-time,"$25,000-49,999",1000
60,Current,0.20358,7.0,2,TN,Employed,"$25,000-49,999",15000
12,Completed,0.06589,10.0,7,IL,Employed,"$100,000+",11000
60,Current,0.20808,6.0,1,NC,Employed,"$50,000-74,999",15000
60,Current,0.29998,4.0,3,OH,Employed,"$25,000-49,999",10000
60,Current,0.24302,5.0,1,GA,Employed,"$25,000-49,999",15000
60,Current,0.27637,3.0,2,HI,Employed,"$50,000-74,999",10000
36,Completed,0.08945,,0,TX,Full-time,"$50,000-74,999",9000
36,Current,0.14358,9.0,1,CA,Employed,"$75,000-99,999",12500
36,Completed,0.07961,,3,AZ,Full-time,"$75,000-99,999",1000
60,Current,0.21832,4.0,1,MA,Employed,"$100,000+",15000
36,Current,0.1709,8.0,7,TX,Other,"$50,000-74,999",5000
36,Defaulted,0.29776,,0,GA,Not available,Not displayed,3500
36,Completed,0.13705,,1,KS,Full-time,"$25,000-49,999",8500
36,Completed,0.14207,,0,NJ,Full-time,"$50,000-74,999",5000
36,Completed,0.17677,,1,MN,Full-time,"$50,000-74,999",9999
60,Current,0.14937,9.0,1,CA,Employed,"$100,000+",35000
36,Chargedoff,0.25836,8.0,1,TX,Full-time,"$100,000+",10000
36,Completed,0.1949,,1,PA,Full-time,"$50,000-74,999",3000
36,Current,0.35797,4.0,7,CA,Other,"$1-24,999",2000
36,Defaulted,0.24011,,1,IL,Full-time,"$50,000-74,999",9000
36,Completed,0.13697,8.0,2,CA,Employed,"$100,000+",6000
36,Completed,0.17018,,1,GA,Full-time,"$50,000-74,999",7000
60,Current,0.15844,6.0,1,NC,Employed,"$50,000-74,999",14000
36,Completed,0.24246,7.0,7,TX,Employed,"$75,000-99,999",5000
36,Completed,0.36623,,5,ID,Not employed,Not employed,12000
36,Chargedoff,0.2837,6.0,1,MT,Employed,"$50,000-74,999",9000
36,Defaulted,0.36559,,0,,,Not displayed,3001
36,Defaulted,0.15713,,0,MO,Self-employed,"$50,000-74,999",7500
60,Current,0.25625,4.0,1,OH,Employed,"$50,000-74,999",13500
36,Completed,0.18386,,6,MO,Full-time,"$25,000-49,999",6000
36,Current,0.06716,10.0,1,NJ,Employed,"$100,000+",16000
60,Completed,0.27554,7.0,3,SC,Employed,"$25,000-49,999",7000
36,Completed,0.16416,,3,CA,Full-time,"$100,000+",25000
36,Chargedoff,0.17445,,1,CA,Full-time,"$75,000-99,999",10000
36,Completed,0.14207,,6,OK,Full-time,"$50,000-74,999",5500
36,Completed,0.11696,,0,OH,Full-time,"$1-24,999",3500
60,Current,0.18555,6.0,1,MD,Employed,"$50,000-74,999",20000
36,Completed,0.29776,,0,,Not available,Not displayed,3000
36,Completed,0.12528,8.0,1,TX,Employed,"$25,000-49,999",5000
60,Current,0.20705,6.0,3,GA,Employed,"$50,000-74,999",15000
60,Current,0.27462,7.0,1,NY,Employed,"$1-24,999",10000
36,Completed,0.24753,,0,,Not available,Not displayed,3000
36,Chargedoff,0.26681,4.0,3,CA,Self-employed,"$75,000-99,999",7000
36,Completed,0.35797,2.0,7,AZ,Not employed,Not employed,4000
36,Current,0.23477,4.0,1,OH,Full-time,"$100,000+",3200
36,Current,0.20626,7.0,1,MS,Employed,"$50,000-74,999",15000
36,Completed,0.16628,,0,WV,Full-time,"$25,000-49,999",2000
60,Completed,0.20705,6.0,1,NY,Full-time,"$25,000-49,999",11000
36,Current,0.35797,5.0,15,TX,Employed,"$25,000-49,999",2000
60,Current,0.23318,8.0,14,KY,Other,"$25,000-49,999",15000
36,Current,0.18479,8.0,1,VA,Employed,"$50,000-74,999",15000
60,Current,0.21166,4.0,1,MO,Employed,"$25,000-49,999",10000
36,Current,0.14857,6.0,1,NC,Employed,"$100,000+",20000
60,Chargedoff,0.20358,6.0,3,NY,Employed,"$50,000-74,999",8000
36,Chargedoff,0.3725,,4,IL,Full-time,"$25,000-49,999",2000
12,Completed,0.05927,10.0,1,MA,Full-time,"$50,000-74,999",3500
36,Completed,0.37453,8.0,2,MO,Full-time,"$100,000+",4900
36,Defaulted,0.26186,,0,MI,,Not displayed,1325
60,Current,0.19221,8.0,1,FL,Employed,"$25,000-49,999",15000
36,Completed,0.35244,1.0,7,FL,Employed,"$100,000+",7500
60,Current,0.28324,6.0,2,NC,Employed,"$75,000-99,999",7000
36,Current,0.26917,3.0,1,MA,Employed,"$25,000-49,999",10000
36,Chargedoff,0.2951,6.0,1,NV,Employed,"$75,000-99,999",5000
36,Defaulted,0.21223,,2,NY,Full-time,"$75,000-99,999",5000
36,Current,0.24614,5.0,1,NY,Employed,"$50,000-74,999",4000
36,Current,0.16324,4.0,1,NJ,Employed,"$50,000-74,999",2500
36,Completed,0.26681,5.0,6,NJ,Employed,"$25,000-49,999",9000
36,Current,0.2878,3.0,3,RI,Employed,"$25,000-49,999",4000
36,Chargedoff,0.22744,,0,MI,Full-time,"$50,000-74,999",10000
36,Current,0.14348,6.0,1,FL,Employed,"$100,000+",13000
36,Current,0.12274,11.0,1,NY,Employed,"$100,000+",35000
60,Current,0.14965,7.0,13,NY,Employed,"$50,000-74,999",4000
60,Current,0.31375,5.0,1,MI,Employed,"$25,000-49,999",12000
60,Current,0.26528,7.0,13,NH,Employed,"$75,000-99,999",14357
36,Completed,0.30349,,6,MO,Full-time,"$25,000-49,999",2000
36,Defaulted,0.25757,,0,,Part-time,Not displayed,5000
36,Completed,0.18133,,1,CA,Full-time,"$25,000-49,999",1000
36,Current,0.22773,3.0,1,FL,Employed,"$50,000-74,999",12000
60,Current,0.18136,6.0,1,PA,Employed,"$1-24,999",15000
36,Completed,0.30532,7.0,7,FL,Employed,"$50,000-74,999",6500
60,Current,0.17839,9.0,7,KS,Employed,"$100,000+",35000
36,Current,0.16324,4.0,7,CA,Employed,"$75,000-99,999",9000
36,Current,0.25424,6.0,7,FL,Employed,"$25,000-49,999",2000
36,Completed,0.12204,,7,KS,Full-time,"$50,000-74,999",4000
36,Completed,0.23748,,0,KY,Full-time,"$50,000-74,999",15001
60,Current,0.24882,2.0,1,AL,Employed,"$25,000-49,999",10000
36,Current,0.15223,9.0,1,OR,Employed,"$25,000-49,999",6500
12,Current,0.20977,5.0,1,IN,Employed,"$50,000-74,999",2000
36,Current,0.35797,2.0,3,TN,Self-employed,"$50,000-74,999",4000
60,Current,0.22283,6.0,2,NJ,Employed,"$75,000-99,999",11000
36,Completed,0.0784,10.0,1,IL,Full-time,"$100,000+",2600
36,Current,0.08496,8.0,1,MN,Employed,"$50,000-74,999",20000
36,Completed,0.2148,,0,,Not available,Not displayed,1250
60,Current,0.19364,6.0,1,FL,Employed,"$50,000-74,999",8000
36,Completed,0.37453,5.0,7,MO,Full-time,"$75,000-99,999",3500
36,Current,0.19236,9.0,15,NY,Other,"$75,000-99,999",2000
36,Current,0.11548,10.0,1,CO,Employed,"$75,000-99,999",25000
36,Completed,0.10632,,0,,Part-time,"$1-24,999",6000
60,Current,0.19323,6.0,2,SD,Employed,"$50,000-74,999",7500
36,Current,0.14328,8.0,7,TX,Employed,"$25,000-49,999",19500
60,Current,0.22283,6.0,1,FL,Employed,"$100,000+",15000
36,Chargedoff,0.30349,,1,GA,Full-time,"$25,000-49,999",3050
36,Current,0.27285,2.0,2,NC,Employed,"$100,000+",4000
36,Current,0.09333,10.0,2,NM,Employed,"$100,000+",15000
36,Current,0.31668,2.0,1,CA,Employed,"$50,000-74,999",10000
36,Completed,0.24502,,0,,,Not displayed,2550
36,Current,0.1899,4.0,1,FL,Employed,"$50,000-74,999",20000
36,Completed,0.12562,,1,NJ,Full-time,"$25,000-49,999",6000
36,Completed,0.34049,5.0,2,IN,Employed,"$50,000-74,999",1200
36,Completed,0.09688,,0,UT,Not available,Not displayed,10000
60,Current,0.17685,9.0,1,CA,Employed,"$75,000-99,999",15000
36,Current,0.24246,6.0,19,NY,Employed,"$50,000-74,999",8500
36,Current,0.16732,10.0,1,NJ,Employed,"$100,000+",25000
36,Current,0.3179,2.0,7,NY,Employed,"$25,000-49,999",4000
36,Completed,0.31475,,1,TN,Full-time,"$25,000-49,999",1000
36,FinalPaymentInProgress,0.21372,8.0,20,VA,Employed,"$75,000-99,999",8500
36,Completed,0.13814,,4,WA,Full-time,"$25,000-49,999",15000
36,Current,0.35356,2.0,1,OH,Employed,"$1-24,999",4000
36,Current,0.19501,6.0,1,NC,Employed,"$25,000-49,999",5000
36,Completed,0.14923,,1,ME,Full-time,"$50,000-74,999",7200
60,Current,0.20593,4.0,1,VA,Employed,"$75,000-99,999",15000
60,Current,0.32393,5.0,1,MN,Employed,"$50,000-74,999",4000
36,Completed,0.33553,6.0,1,MI,Employed,"$25,000-49,999",4000
60,Current,0.17522,7.0,13,WY,Other,"$25,000-49,999",10000
36,Chargedoff,0.12562,,1,OR,Self-employed,"$25,000-49,999",7250
36,Current,0.30285,3.0,1,AR,Employed,"$50,000-74,999",2000
36,Completed,0.07349,,4,IL,Full-time,"$25,000-49,999",1175
36,Current,0.14348,9.0,1,NY,Employed,"$25,000-49,999",8700
36,Defaulted,0.20634,,0,NH,Self-employed,"$50,000-74,999",18000
60,Current,0.27554,7.0,1,GA,Employed,"$75,000-99,999",8000
60,Current,0.22283,4.0,14,NY,Employed,"$100,000+",10000
36,Completed,0.26292,,7,MS,Full-time,"$1-24,999",3000
36,Completed,0.08641,9.0,2,CO,Full-time,"$25,000-49,999",5500
36,Past Due (1-15 days),0.17359,10.0,1,CA,Employed,"$50,000-74,999",5000
36,Completed,0.31053,7.0,1,OK,Full-time,"$50,000-74,999",2500
36,Completed,0.30532,6.0,1,FL,Employed,"$50,000-74,999",5000
36,Current,0.22108,6.0,1,WA,Employed,"$75,000-99,999",15000
36,Completed,0.35643,4.0,1,NV,Employed,"$25,000-49,999",6000
36,Defaulted,0.25757,,0,NM,Not available,Not displayed,3500
36,Completed,0.36742,9.0,6,OH,Full-time,"$25,000-49,999",2500
60,Current,0.25564,5.0,1,VA,Employed,"$75,000-99,999",15000
60,Current,0.09325,10.0,1,GA,Employed,"$50,000-74,999",20000
36,Current,0.33973,1.0,2,FL,Employed,"$100,000+",3485
60,Current,0.1963,7.0,1,IL,Employed,"$100,000+",9000
36,Current,0.16324,8.0,1,CA,Employed,"$100,000+",15000
36,Current,0.2951,6.0,2,NJ,Employed,"$100,000+",6000
36,Current,0.20626,6.0,1,OR,Employed,"$50,000-74,999",15000
36,Current,0.27285,3.0,6,KS,Employed,"$1-24,999",2300
60,Current,0.24036,4.0,2,OH,Employed,"$50,000-74,999",15000
36,Current,0.06726,11.0,2,AZ,Employed,"$75,000-99,999",6500
36,Completed,0.23246,,0,MO,Not available,Not displayed,5000
36,Chargedoff,0.23748,,0,GA,Full-time,"$75,000-99,999",25000
36,Current,0.3179,3.0,7,WI,Self-employed,"$50,000-74,999",4000
36,Completed,0.29554,,0,IL,Full-time,"$25,000-49,999",2975
36,Current,0.15223,5.0,1,TX,Employed,"$75,000-99,999",20000
36,Completed,0.24691,,0,,,Not displayed,2000
60,Current,0.28386,3.0,1,WI,Employed,"$25,000-49,999",10000
36,Defaulted,0.38058,6.0,3,PA,Employed,"$25,000-49,999",7500
36,Completed,0.15207,,0,ME,Full-time,"$25,000-49,999",1500
36,Completed,0.29588,7.0,1,DC,Full-time,"$100,000+",7500
36,Completed,0.22995,,0,CA,,Not displayed,2550
60,Current,0.18852,7.0,3,MD,Employed,"$75,000-99,999",25000
60,Current,0.21832,4.0,1,FL,Employed,"$50,000-74,999",13000
36,Current,0.35797,3.0,1,MD,Self-employed,"$1-24,999",2000
60,Current,0.15629,9.0,1,CT,Full-time,"$50,000-74,999",15000
36,Current,0.14348,8.0,1,TX,Employed,"$50,000-74,999",10000
36,Current,0.11563,10.0,1,GA,Employed,"$50,000-74,999",15000
36,Completed,0.37453,,4,CA,Full-time,"$50,000-74,999",2800
36,Current,0.13138,8.0,1,PA,Employed,"$100,000+",15000
60,Current,0.14965,7.0,1,FL,Employed,"$50,000-74,999",15000
36,Chargedoff,0.20735,,0,GA,Not available,Not displayed,5200
60,Current,0.21832,4.0,1,NJ,Employed,"$50,000-74,999",15000
36,Completed,0.28851,5.0,2,CA,Employed,"$75,000-99,999",8000
36,Current,0.2951,6.0,3,TX,Employed,"$50,000-74,999",9000
36,Current,0.30899,2.0,1,KY,Self-employed,"$25,000-49,999",3000
36,Completed,0.24246,7.0,1,NJ,Employed,"$50,000-74,999",5000
36,Completed,0.37453,,5,HI,Full-time,"$25,000-49,999",1500
36,Current,0.14348,7.0,1,NM,Employed,"$75,000-99,999",15000
60,Current,0.25359,5.0,1,TX,Other,"$25,000-49,999",4000
36,Chargedoff,0.2148,,1,OR,Full-time,"$50,000-74,999",9000
36,Current,0.16324,4.0,3,MA,Employed,"$25,000-49,999",10000
36,Current,0.12528,8.0,1,IN,Employed,"$100,000+",3500
36,Current,0.19859,6.0,1,FL,Employed,"$50,000-74,999",20000
36,Current,0.1899,6.0,1,MD,Employed,"$25,000-49,999",15000
36,Current,0.23939,4.0,14,AL,Employed,"$50,000-74,999",5000
36,Completed,0.30449,9.0,6,IL,Full-time,"$25,000-49,999",1600
36,Completed,0.08985,,0,NY,Full-time,"$50,000-74,999",2600
